0.01742592,0.07489129,0.04386973,-0.0426638,0.00195956,-0.04754305,-0.0147131,-0.03888633,0.00633201,-0.09810713,-0.12073334,-0.01043109,-0.05108178,0.00348432,-0.07394552,0.10875005,-0.04315756,0.04785716,0.1170588,-0.04797922,0.12258305,-0.00043219,0.12507343,0.11084642,0,2,768
0.01697662,0.05404342,0.02126897,-0.05164543,-0.02744681,-0.06571914,-0.03928587,-0.0850867,-0.01188099,-0.12942193,-0.15727365,-0.03470254,-0.07006259,-0.04404993,-0.10458274,0.07574417,-0.08812493,0.01733261,0.09814098,-0.07056397,0.0930125,-0.02750998,0.09488447,0.08117054,100,0,769
0.00714099,0.0365834,0.00384359,-0.06140513,-0.05366432,-0.08644236,-0.06133949,-0.13670968,-0.03154969,-0.15910351,-0.18630169,-0.05493981,-0.08903341,-0.08637804,-0.14229523,0.0466208,-0.11452724,-0.01821035,0.06842105,-0.09617805,0.05972183,-0.05229896,0.06712134,0.05527161,200,0,770
0.00404975,0.03522698,-0.00218292,-0.06581121,-0.04758586,-0.09293335,-0.05805801,-0.12321737,-0.03598189,-0.14942288,-0.17399719,-0.04976511,-0.10371333,-0.07337689,-0.14490442,0.04899772,-0.10458992,-0.0140778,0.06823774,-0.10711788,0.06323111,-0.04901895,0.05994311,0.06424187,300,0,771
-0.00495055,0.08439213,0.02881408,-0.0546624,0.04452395,-0.05656324,0.01747428,0.02690784,0.01115768,-0.05160728,-0.04505553,0.02219443,-0.01973889,0.04575206,-0.03745999,0.1355699,0.00744268,0.06820101,0.14831966,-0.0483535,0.15829855,0.03444112,0.11558504,0.15983441,400,0,772
0.00626843,0.09920485,0.04024442,-0.04527564,0.06275538,-0.03961128,0.03060192,0.03024518,0.02933826,-0.03881423,-0.0201312,0.04090572,0.00428194,0.07219149,-0.01313687,0.15470368,0.0227268,0.08833817,0.16805525,-0.027174,0.17504281,0.05030576,0.14157958,0.17199548,500,0,773
0.00338876,0.0869689,0.02756217,-0.04949421,0.04076241,-0.04798959,0.00999429,-0.00468553,0.01374621,-0.06364211,-0.06775995,0.01934383,0.00504003,0.04142145,-0.03395101,0.13795376,-0.00852438,0.07636277,0.14526832,-0.03416789,0.15498111,0.03189952,0.13825537,0.14358829,600,0,774
-0.00461753,0.08460163,0.02738446,-0.05424641,0.03184726,-0.05186399,0.00386356,-0.01215915,0.00788595,-0.0738745,-0.086945,0.01247932,-0.0271345,0.03304563,-0.04760642,0.12841015,-0.00508519,0.07036977,0.14039549,-0.03615729,0.14682975,0.02255342,0.13964042,0.13911477,700,0,775
-0.00448941,0.07037257,0.01657993,-0.06011341,0.00733628,-0.06626377,-0.01516244,-0.04318899,-0.00375433,-0.09255173,-0.11944694,-0.00282144,-0.04782312,0.00255523,-0.06646042,0.1068069,-0.03780414,0.04940422,0.12374952,-0.048224,0.12424374,0.00176525,0.11905639,0.11464933,800,0,776
-0.00208553,0.05309341,-0.00248282,-0.0682779,-0.02181245,-0.08416732,-0.04069826,-0.08995737,-0.02249673,-0.12459689,-0.15899216,-0.02913804,-0.06312697,-0.04525568,-0.10267951,0.07387799,-0.08592055,0.00983345,0.09518935,-0.07537559,0.09081394,-0.02495252,0.08733094,0.08894798,900,0,777
-0.01374089,0.03349787,-0.01039709,-0.07779014,-0.04850099,-0.10242516,-0.06821611,-0.13781206,-0.04001554,-0.15377986,-0.19777994,-0.05171951,-0.10420172,-0.0915005,-0.13621798,0.04440299,-0.10875083,-0.02552989,0.07042851,-0.0984571,0.06038852,-0.05041304,0.06207187,0.06230623,1000,0,778
-0.01581182,0.02262619,-0.02889875,-0.0857313,-0.06137713,-0.11923468,-0.07954925,-0.16285303,-0.05383358,-0.16800033,-0.21305223,-0.06510127,-0.10668273,-0.10215976,-0.15948941,0.02653243,-0.13070145,-0.0477138,0.05221325,-0.12297734,0.04199617,-0.06421275,0.04792541,0.04487837,1100,0,779
-0.02625353,0.05524062,-0.01419161,-0.07845079,0.01476734,-0.09273478,-0.01421329,-0.03503513,-0.02197505,-0.08600616,-0.10243406,-0.00413978,-0.03491544,-0.00851551,-0.08118507,0.09631862,-0.04650297,0.02961439,0.11188932,-0.08324548,0.12043783,0.00188807,0.08889847,0.12705137,1200,0,780
-0.01912533,0.08597101,0.0190952,-0.0649922,0.06271509,-0.06372137,0.02351062,0.0291675,0.01421727,-0.03958264,-0.03089974,0.03720313,0.00501517,0.0507196,-0.02721441,0.14439677,0.02130944,0.0772158,0.158236,-0.04326462,0.17094857,0.04758647,0.12693787,0.17227736,1300,0,781
-0.00829017,0.07845586,0.02094283,-0.06594298,0.03928052,-0.06683586,0.00268289,-0.01283274,0.00418321,-0.06423219,-0.07136434,0.01967123,-0.01345731,0.033581,-0.03900654,0.12833443,0.0001204,0.06505509,0.14654538,-0.04560295,0.15042245,0.02702107,0.12075589,0.14829718,1400,0,782
-0.01597682,0.07231949,0.01147032,-0.06997614,0.02802025,-0.06941328,-0.0055875,-0.02936842,-0.00447486,-0.07756856,-0.10291781,0.0098772,-0.0248444,0.0222105,-0.05113112,0.11934009,-0.01085906,0.06130773,0.13449821,-0.04689803,0.14038701,0.01718454,0.11640105,0.13388984,1500,0,783
-0.01559554,0.07012491,0.0090515,-0.07105213,0.01362655,-0.07906013,-0.02019937,-0.04705214,-0.01293489,-0.09029392,-0.1196055,-0.00179242,-0.04079596,-0.00846843,-0.05920701,0.10359964,-0.0373276,0.04076712,0.12463509,-0.05864988,0.12419297,0.00338332,0.11005733,0.11790454,1600,0,784
