0.05143275,0.05415442,0.05275818,0.02978339,-0.09969328,0.08536776,-0.02323899,0.31315792,-0.01769597,-0.06310187,0.2185241,-0.11376458,-0.00624128,-0.01354742,-0.0047889,-0.08322449,0.0524504,0.03987227,-0.0306387,0.11842564,-0.03534125,-0.00153473,0.11109704,0.06159036,0,1
0.04728072,0.04860627,0.04938876,0.02468522,-0.08252182,0.08091133,-0.01445078,0.31238374,-0.02038505,-0.04019525,0.21981157,-0.10873736,-0.00098451,-0.02063943,-0.00799976,-0.08535767,0.04637007,0.02926227,-0.03756741,0.10970615,-0.04372471,-0.00384634,0.10245848,0.05468265,100,0
0.04417839,0.06634992,0.04780606,0.03124554,0.07401607,0.07352652,0.09900103,0.35006341,0.03896663,0.15645999,0.29394552,0.0105586,0.09493542,0.07874244,0.0610832,-0.00767651,0.11752106,0.06895403,0.01475513,0.13000382,-0.01940197,0.05354457,0.10492992,0.09863913,200,0
0.04707295,0.08246765,0.04776562,0.03735635,0.09561761,0.07867257,0.10966885,0.36687684,0.06162632,0.18150884,0.32178384,0.04572006,0.12721807,0.10930389,0.09077412,0.01888274,0.14867617,0.08959701,0.04027347,0.13901335,0.00813279,0.07877313,0.11067098,0.11715539,300,0
0.04860155,0.08179376,0.05047117,0.03438563,0.06152868,0.08365902,0.0879473,0.36364427,0.05267792,0.13803391,0.31224275,0.02312407,0.10778468,0.09370373,0.08363402,0.00555411,0.13500303,0.08197711,0.03369373,0.13436624,0.00157346,0.0658353,0.11335952,0.1114122,400,0
0.04773003,0.0798099,0.05156946,0.0338762,0.04770118,0.08286197,0.0765862,0.3604472,0.04547731,0.11813513,0.30862176,0.00948812,0.09690787,0.08295263,0.07108194,-0.00498082,0.1294246,0.08373103,0.02737667,0.1302875,-0.00394263,0.05551277,0.10592875,0.10998009,500,0
0.04640311,0.0728876,0.04784525,0.03193061,0.01692945,0.08384262,0.05406015,0.35123348,0.03395309,0.07990877,0.29427376,-0.01459535,0.08019864,0.05238394,0.0515744,-0.02405797,0.10557002,0.06404765,0.01031935,0.12393063,-0.01560892,0.04338594,0.10489336,0.09235458,600,0
0.0466789,0.0628532,0.04763671,0.02772642,-0.02756603,0.0836677,0.01938802,0.33788145,0.01265945,0.02394513,0.26867226,-0.05262105,0.040452,0.01847279,0.02644866,-0.05036831,0.07302727,0.04368214,-0.0119201,0.11470162,-0.03561301,0.02342965,0.10318255,0.07105449,700,0
0.04613671,0.05128813,0.04480413,0.02426018,-0.07361165,0.08147141,-0.01088922,0.32302314,-0.00892527,-0.02857839,0.24339968,-0.09135554,0.01311389,-0.01834356,-0.00108958,-0.07855698,0.04775953,0.03076348,-0.03574087,0.10775749,-0.05619399,0.00459269,0.10050025,0.05688085,800,0
0.04441382,0.04047529,0.04194029,0.0214978,-0.10517888,0.08240572,-0.03498422,0.30757099,-0.02730681,-0.06903116,0.21569553,-0.11783835,-0.01517574,-0.04814883,-0.02747742,-0.10428229,0.01622358,0.01036627,-0.05773645,0.09865345,-0.06952551,-0.01075246,0.09353299,0.03974483,900,0
0.04342267,0.03240022,0.03751387,0.01545185,-0.10635706,0.0750639,-0.03937992,0.30107599,-0.03659151,-0.06850703,0.21172583,-0.12389678,-0.02394802,-0.06581967,-0.04211263,-0.1146818,0.0045661,-0.0169507,-0.07265572,0.08741207,-0.0859229,-0.0172037,0.08453626,0.02971828,1000,0
0.04014063,0.05037157,0.03497726,0.01801798,0.03192826,0.07288414,0.06207506,0.33681011,0.01543489,0.10553807,0.27317423,-0.01802937,0.06188692,0.01679323,0.01681903,-0.05154594,0.06626068,0.01065926,-0.026509,0.09848807,-0.05448763,0.02706697,0.08421786,0.06424174,1100,0
0.0448754,0.06537676,0.03720903,0.02464469,0.06054588,0.07763813,0.08300082,0.35270509,0.03929256,0.14324246,0.3121466,0.01681318,0.0975436,0.04958199,0.04270239,-0.02380203,0.09285292,0.03084219,-0.00290211,0.10802373,-0.04176573,0.0528349,0.08867025,0.08869288,1200,0
0.04145315,0.06066021,0.03772322,0.02508679,0.02253214,0.07830589,0.05774895,0.34604239,0.02893946,0.09344324,0.29799205,-0.01294473,0.07803725,0.03220443,0.03225265,-0.03880855,0.08433273,0.03682454,-0.01169404,0.1065584,-0.05023563,0.03903086,0.09103058,0.08115515,1300,0
0.03915033,0.05846894,0.03535531,0.02146435,0.01211844,0.07729413,0.04508937,0.34257132,0.02173424,0.07435935,0.29348338,-0.02015113,0.06391454,0.016095,0.02426629,-0.04678516,0.07148015,0.03011705,-0.01803162,0.10203792,-0.05285682,0.03004073,0.08820219,0.07393026,1400,0
0.03980037,0.05464448,0.0355902,0.0189946,-0.02121674,0.07638192,0.02524266,0.33473983,0.01230708,0.03868739,0.27458787,-0.0406091,0.04709005,-0.00568748,0.00790973,-0.06576122,0.05272604,0.01190813,-0.02987418,0.09595839,-0.06471004,0.01691053,0.08749213,0.05697822,1500,0
0.03893698,0.04168247,0.03275811,0.01639803,-0.07051881,0.07697065,-0.01093085,0.31940413,-0.01119784,-0.01677032,0.24911699,-0.08165545,0.01135328,-0.03136081,-0.01914936,-0.09203248,0.02571415,-0.0021433,-0.05215124,0.08499324,-0.08098534,-0.00331501,0.08615106,0.04156884,1600,0
0.03577861,0.02998104,0.03411942,0.01421282,-0.11400577,0.07346842,-0.04328323,0.30372798,-0.03232947,-0.07216839,0.21906739,-0.12210505,-0.02128062,-0.07087141,-0.04403294,-0.11895424,-0.00467856,-0.02430818,-0.07915765,0.07876457,-0.10047396,-0.02283061,0.07973382,0.01862328,1700,0
0.03488128,0.01805461,0.03281847,0.00760433,-0.14966872,0.06795777,-0.06869577,0.29094279,-0.05077752,-0.11857638,0.19874117,-0.15074658,-0.0464385,-0.10904057,-0.06879777,-0.14228907,-0.03578833,-0.05084496,-0.10035406,0.06168807,-0.11352265,-0.03688868,0.07465135,0.00628692,1800,0
0.02931197,0.01684468,0.02781396,0.00219933,-0.11710732,0.06492029,-0.04961815,0.29317296,-0.04798597,-0.0825099,0.2071704,-0.13383482,-0.04138138,-0.10875321,-0.06821461,-0.13880697,-0.03572511,-0.04874039,-0.10112005,0.05888642,-0.11962019,-0.03686634,0.06804025,-0.00018822,1900,0
0.02771549,0.03800705,0.02344706,0.01135753,0.03352679,0.06408095,0.06127217,0.3325451,0.01153716,0.11012559,0.28143442,-0.01396748,0.05760349,-0.00911473,0.00189141,-0.06531607,0.04042725,-0.00905748,-0.04516995,0.07867483,-0.08710079,0.01523764,0.07094149,0.04207164,2000,0
0.03043828,0.04965241,0.02737661,0.01838275,0.04345644,0.07169986,0.07584939,0.34703684,0.03460816,0.12308924,0.30853418,0.01079918,0.07907902,0.01731567,0.02472965,-0.04220993,0.06154841,0.00812597,-0.02448259,0.084316,-0.07034213,0.0363473,0.07409912,0.0633553,2100,0
0.03701562,0.05103148,0.03157299,0.01916039,0.00690288,0.07911471,0.04935581,0.3432129,0.02600455,0.07563668,0.29659611,-0.01420884,0.07412951,0.00752778,0.01417155,-0.05355957,0.05841694,0.0080368,-0.02868167,0.08520025,-0.06941701,0.02519256,0.07603295,0.05566692,2200,0
0.03875831,0.05169939,0.03293381,0.01845345,-0.00490474,0.07712035,0.04090497,0.34077439,0.02038,0.05505294,0.28793526,-0.02520613,0.05974507,-0.00008446,0.00405793,-0.0617593,0.05155689,0.00968602,-0.0328934,0.0853579,-0.07274956,0.0172446,0.0784781,0.04973586,2300,0
0.04068111,0.04683372,0.03310248,0.01898133,-0.03754435,0.07750554,0.01608739,0.33151183,0.00833574,0.01415444,0.27402321,-0.05347936,0.03552623,-0.02124119,-0.01466151,-0.07798116,0.03666114,0.00056617,-0.04459365,0.08275982,-0.08092549,0.00442609,0.07436093,0.04199557,2400,0
0.04146414,0.03757827,0.03437587,0.01712607,-0.0871245,0.07598443,-0.02017307,0.31762832,-0.01267431,-0.04424744,0.2477434,-0.09160215,0.01248803,-0.05084875,-0.03743671,-0.10406998,0.00835736,-0.01903147,-0.06499476,0.0754395,-0.09208488,-0.01330276,0.06954684,0.02684797,2500,0
