0.00173599,0.0060076,0.01123431,0.02404218,-0.08565816,0.04484696,0.02054223,0.14498922,0.02885814,0.05674494,0.11055589,-0.00518548,-0.00570662,-0.02782308,-0.01085106,-0.03521306,-0.06498339,-0.04278578,-0.04440235,0.03960959,-0.05672619,-0.08577164,0.05668892,-0.05335988,0
0.0032946,0.00069948,0.01133741,0.02139594,-0.07208209,0.03709317,0.02640903,0.14687163,0.03137381,0.07258686,0.11495256,0.00355252,-0.01008055,-0.01466387,-0.00705011,-0.03444345,-0.05968257,-0.03494273,-0.04280659,0.04125045,-0.04994079,-0.08441045,0.05937095,-0.06133944,100
0.00199657,-0.0012542,0.01115368,0.02026832,-0.07178569,0.0346765,0.02588671,0.1488193,0.03243103,0.07483124,0.11142156,0.00690363,-0.00897838,-0.02370733,-0.0094305,-0.03339523,-0.05782148,-0.03360095,-0.04290001,0.04408485,-0.04155839,-0.08325395,0.05629487,-0.05502459,200
0.00171304,-0.00184634,0.01128803,0.02001836,-0.07763971,0.04257452,0.02383704,0.14703691,0.02911472,0.07151519,0.1162195,0.00746231,-0.01556957,-0.02666121,-0.01156224,-0.03466809,-0.05574433,-0.03319028,-0.04557626,0.03780029,-0.04149416,-0.08335061,0.05993363,-0.04919198,300
0.00257266,-0.00221875,0.0089798,0.02372195,-0.07728438,0.0414135,0.02097144,0.14827162,0.02994472,0.06831144,0.11532015,0.00694809,-0.01487661,-0.01887839,-0.01314623,-0.03203444,-0.05674782,-0.02647234,-0.04215922,0.03768211,-0.04791196,-0.08541705,0.05904939,-0.05314628,400
0.00377065,-0.00160732,0.005438,0.02571089,-0.07808199,0.0384878,0.02061648,0.14790043,0.03213022,0.06668218,0.12207644,0.00341593,-0.00838783,-0.01933525,-0.01388794,-0.03401433,-0.05405177,-0.02983367,-0.03958935,0.03217366,-0.05128638,-0.08461583,0.06040626,-0.0555497,500
0.00622764,0.0020273,0.01178334,0.02584608,-0.08486854,0.04015368,0.01869777,0.148597,0.02924606,0.06351757,0.11949037,0.00239099,-0.0103601,-0.01776443,-0.01063356,-0.03509863,-0.05603098,-0.0354277,-0.04252898,0.03066087,-0.05191829,-0.08494022,0.05993348,-0.05217935,600
0.00737632,0.00716558,0.01227812,0.02811454,-0.08526139,0.04124481,0.02479846,0.14652121,0.03195182,0.06098488,0.12470692,0.00012703,-0.01024683,-0.02219705,-0.01036833,-0.03332311,-0.05615828,-0.02485026,-0.03975299,0.03208182,-0.05312536,-0.0842778,0.06468817,-0.04967294,700
0.00556766,0.00822112,0.01140827,0.02996572,-0.08756616,0.03934077,0.01764626,0.14719206,0.03527953,0.05772382,0.11676986,-0.00063708,-0.00548091,-0.01875736,-0.01304559,-0.03322287,-0.05047709,-0.03495901,-0.0462451,0.03338413,-0.03527387,-0.08281971,0.06099388,-0.05080591,800
0.00587825,0.01183116,0.00828341,0.03126895,-0.08354744,0.04284982,0.01902373,0.14737521,0.03332967,0.05775586,0.11532699,0.00390214,-0.00880627,-0.01809494,-0.01689931,-0.03363283,-0.05362092,-0.03892429,-0.04152272,0.03700311,-0.04140642,-0.0815293,0.06368569,-0.05497813,900
0.00299629,0.00422707,0.00888226,0.02495065,-0.07025659,0.04031155,0.02551874,0.14800335,0.03569393,0.07225893,0.12033385,0.01595385,0.00660152,-0.01086713,-0.01084538,-0.03436246,-0.05394257,-0.03239847,-0.03920998,0.03384444,-0.04291835,-0.08076648,0.05867874,-0.0528085,1000
0.00405382,0.00242777,0.01053604,0.02385805,-0.06872418,0.04103613,0.02940974,0.14743929,0.03657201,0.07793837,0.13415921,0.02134317,0.01051754,-0.01498289,-0.01039905,-0.03162696,-0.04954392,-0.03190244,-0.03706327,0.03688675,-0.04659535,-0.08017673,0.06071893,-0.04678593,1100
0.0041486,0.00435059,0.00802178,0.02706729,-0.07190958,0.04284122,0.0264732,0.14859676,0.03533085,0.07464554,0.12770112,0.02029847,0.00047209,-0.01117007,-0.01542154,-0.03255996,-0.05021606,-0.04924199,-0.03905592,0.036339,-0.04325198,-0.07961009,0.0593458,-0.05059391,1200
0.00330661,0.00667412,0.00817578,0.02741441,-0.0722557,0.04315827,0.02703222,0.1485219,0.03718126,0.07181782,0.13115372,0.01451434,-0.00279108,-0.01161896,-0.01183325,-0.0322166,-0.04411325,-0.02408312,-0.03973874,0.03412678,-0.04533233,-0.07961504,0.05862159,-0.05049714,1300
0.00505754,0.00770304,0.01045488,0.02818835,-0.07511478,0.03901424,0.02125183,0.15283637,0.03626711,0.0704266,0.13095954,0.01271209,0.00621023,-0.00798959,-0.01408017,-0.0321181,-0.03987871,-0.03410336,-0.03744154,0.038121,-0.04766611,-0.08001602,0.05782887,-0.04671063,1400
0.00474158,0.0124829,0.01212697,0.03077536,-0.08183421,0.03923221,0.02222372,0.15136768,0.03388088,0.06716219,0.12561832,0.01072977,0.00260142,-0.01298719,-0.01338002,-0.03054499,-0.04355687,-0.03285687,-0.03903844,0.0357472,-0.04214241,-0.07967723,0.0554026,-0.04879649,1500
0.00240975,0.00937779,0.01346647,0.03402333,-0.08319259,0.04173872,0.02024689,0.15094484,0.03685346,0.06460053,0.12378723,0.01089754,0.00452792,-0.01730175,-0.01091474,-0.0302657,-0.04344743,-0.03083966,-0.03491017,0.03775242,-0.04424496,-0.07898365,0.05767259,-0.05284426,1600
0.00914181,0.00998829,0.01603401,0.03510812,-0.08337417,0.04245906,0.02286248,0.15495129,0.0369659,0.06266825,0.12118691,0.01420351,0.00303585,-0.0064786,-0.00736268,-0.02993172,-0.04385883,-0.03708512,-0.03272878,0.03046072,-0.04409296,-0.07944605,0.05992107,-0.05150593,1700
0.0042409,0.01300115,0.01387249,0.03325444,-0.07625124,0.04703581,0.02223204,0.15239877,0.03750733,0.06332181,0.12639275,0.02044205,0.00543889,-0.00752418,-0.00958631,-0.03080302,-0.04233994,-0.03358787,-0.0386046,0.03338939,-0.04033108,-0.07812729,0.06123309,-0.0460755,1800
0.0029842,0.00800564,0.00975229,0.02703781,-0.06178654,0.04689586,0.03642002,0.15282637,0.04261835,0.07965738,0.13402274,0.02503165,0.00449017,-0.00190341,-0.00548933,-0.0313088,-0.03802384,-0.02507674,-0.03521068,0.03615453,-0.04066545,-0.07529472,0.05520166,-0.03898027,1900
0.00096018,0.00708563,0.01067604,0.02660773,-0.06263537,0.04229293,0.03708931,0.15596883,0.04253167,0.08223797,0.13893066,0.02823256,0.00893844,0.00118523,-0.00972823,-0.02849412,-0.03502045,-0.02670138,-0.03609922,0.03271246,-0.04020659,-0.07570409,0.05744655,-0.04673899,2000
0.00202211,0.00967548,0.00916505,0.02774245,-0.06590396,0.04037206,0.03191268,0.1585661,0.040532,0.07762065,0.13403469,0.02510728,0.01008344,-0.00219734,-0.00796849,-0.02769524,-0.03288603,-0.01850927,-0.03202408,0.03547717,-0.03722678,-0.07693145,0.06253929,-0.04888845,2100
0.00753555,0.01148455,0.01050288,0.03052546,-0.06677535,0.04482511,0.02734179,0.15746507,0.03719823,0.07487056,0.1326656,0.02548312,0.00058998,-0.00662541,-0.00802981,-0.02728429,-0.03388232,-0.02698617,-0.02924987,0.04336805,-0.04502981,-0.0772659,0.06277376,-0.04939763,2200
0.01026084,0.01264606,0.01005788,0.03292356,-0.06947083,0.04289053,0.02651713,0.15524389,0.03791856,0.07294121,0.13679849,0.01941692,0.00673192,0.00183925,-0.00655332,-0.02707926,-0.03258977,-0.0131938,-0.03259259,0.03890791,-0.04675127,-0.07643156,0.05981047,-0.0443469,2300
0.01021132,0.01582816,0.01220861,0.03528088,-0.0724448,0.04457633,0.02432409,0.15889645,0.03941897,0.06905254,0.13191308,0.01859723,0.00775646,-0.00003627,-0.00792228,-0.02744976,-0.03142289,-0.01540685,-0.03085656,0.0371961,-0.03895833,-0.0772649,0.05728096,-0.05048966,2400
0.01072619,0.01964822,0.01427528,0.0375648,-0.07474423,0.04525895,0.02647708,0.15967207,0.0384766,0.06649382,0.13478443,0.01134177,0.0066545,-0.00182221,-0.00875825,-0.02557873,-0.02789663,-0.02299189,-0.03092983,0.03932809,-0.03920914,-0.07517346,0.05801101,-0.04502482,2500
0.01733723,0.0218178,0.0130644,0.03770814,-0.07398815,0.04744314,0.02458379,0.16057846,0.03821833,0.06482061,0.14469652,0.01692673,0.01315383,0.00398518,-0.01150606,-0.02408785,-0.02652162,-0.0182769,-0.03362384,0.04041432,-0.03309595,-0.07436322,0.06054227,-0.04481145,2600
0.01598194,0.01816054,0.01602052,0.04080276,-0.07383624,0.04958623,0.02326588,0.15729752,0.04049724,0.06357735,0.13619971,0.01663,0.01093705,-0.00097711,-0.00921495,-0.02398562,-0.02142517,-0.02630365,-0.03403179,0.03379036,-0.03057495,-0.07489616,0.0602589,-0.04226241,2700
0.01117706,0.01489966,0.01142903,0.03456405,-0.06121511,0.04799093,0.03394478,0.15776105,0.04127342,0.07471406,0.1368857,0.02886205,0.01811781,0.00065118,-0.00360349,-0.02563316,-0.02256347,-0.01823371,-0.03172572,0.03880819,-0.0320241,-0.07364132,0.06647665,-0.04115523,2800
