36.081,-0.026021,-0.001992,0.392509,-0.248334,0.02701,-0.027182,0.312347,0.01326,-0.061156,-0.003337,0.069978,0.073288,-0.078716,0.336691,-0.009363,0.156362,-0.022449,0.337547,0.04633,0.093956,-0.056846,0.194468,0.18314,0.066227,-0.048536,0.500645,0.0166,0.115921,0.054538,0.236633,0.673924,0.957322
36.591,-0.06228,-0.088013,0.308143,-0.19972,0.004735,-0.07983,0.31962,-0.077547,-0.069901,-0.044993,0.078957,0.013106,-0.028986,0.275027,0.001219,0.126457,-0.052113,0.341828,0.039901,0.076942,0.006383,0.112467,0.194854,0.03312,-0.032362,0.454935,0.000692,0.100529,0.067787,0.199188,0.628688,0.941108
37.101,-0.089399,-0.199391,0.199252,-0.128568,-0.002133,-0.175837,0.317825,-0.177729,-0.092851,-0.112699,0.07812,-0.05409,-0.047998,0.17108,0.011265,0.058676,-0.03322,0.208964,0.030291,0.033783,-0.000752,0.035937,0.212406,-0.016482,-0.096289,0.444078,0.034398,0.06562,-0.026664,0.21778,0.573033,0.954617
37.611,-0.122279,-0.247171,0.134083,-0.085985,-0.003039,-0.230917,0.310615,-0.227439,-0.076573,-0.158704,0.077683,-0.087614,-0.041319,0.152205,0.00721,0.030768,-0.019391,0.169881,0.036784,0.015431,0.008573,0.009584,0.224093,-0.049513,-0.072113,0.375753,0.012549,0.067018,0.037047,0.16179,0.566766,0.924461
38.121,-0.150581,-0.307623,0.07987,-0.050561,-0.003977,-0.285864,0.310519,-0.297187,-0.069138,-0.24591,0.070569,-0.136973,-0.053784,0.03009,0.006659,-0.00702,-0.000761,0.037847,0.040075,-0.029003,-0.007939,-0.040319,0.23577,-0.082513,-0.075912,0.290912,-0.025171,0.053066,-0.006847,0.161775,0.498769,0.877766
38.631,-0.167565,-0.306378,0.069037,-0.043483,0.001131,-0.3003,0.330194,-0.317789,-0.063733,-0.261186,0.089654,-0.156188,-0.070015,-0.002588,0.010168,-0.016936,-0.03038,0.042255,0.056246,-0.039569,0.001359,-0.066595,0.23577,-0.082513,-0.059871,0.245579,0.00256,0.034946,0.043652,0.143122,0.471588,0.906901
39.141,-0.158501,-0.331994,0.058208,-0.036407,0.02764,-0.317622,0.362436,-0.338857,-0.047532,-0.306974,0.098961,-0.18249,-0.072996,-0.072627,0.024193,-0.056572,-0.018792,-0.069712,0.049794,-0.056471,-0.015178,-0.116304,0.241604,-0.099001,-0.063792,0.161205,-0.001523,-0.013767,0.070041,0.068545,0.473722,0.758007
39.651,-0.163032,-0.319188,0.058208,-0.036407,0.022532,-0.303186,0.36787,-0.319164,-0.067181,-0.317577,0.118051,-0.201701,-0.046553,-0.14736,0.045806,-0.078308,-0.011943,-0.089068,0.053032,-0.065622,0.003356,-0.168682,0.261717,-0.099467,-0.047823,0.116073,0.038016,-0.065257,0.063449,0.087174,0.499736,0.684489
40.161,-0.163032,-0.319188,0.069037,-0.043483,0.043952,-0.306079,0.380443,-0.319626,-0.051014,-0.363267,0.137148,-0.220914,-0.05624,-0.198365,0.05281,-0.098104,-0.050555,-0.138123,0.046579,-0.082501,-0.066742,-0.163089,0.29935,-0.149404,-0.111604,0.105784,0.027975,-0.097133,0.076629,0.049925,0.497481,0.595771
40.671,-0.167565,-0.306378,0.082866,-0.059029,0.055159,-0.280066,0.427224,-0.311399,-0.051014,-0.363267,0.156252,-0.240131,-0.049652,-0.216985,0.070929,-0.109943,-0.057386,-0.118819,0.065976,-0.102204,-0.057499,-0.189211,0.261717,-0.099467,-0.051864,0.03216,0.033867,-0.113783,0.019527,0.087237,0.474476,0.565818
41.181,-0.136982,-0.346055,0.067195,-0.061805,0.050041,-0.265601,0.418198,-0.321026,-0.029491,-0.424097,0.155732,-0.273434,-0.075666,-0.299982,0.059811,-0.117889,-0.032387,-0.268434,0.04982,-0.126762,-0.020594,-0.29351,0.264914,-0.164879,-0.063906,-0.029017,0.023815,-0.145581,0.045846,0.012854,0.44001,0.521
41.691,-0.170948,-0.34354,0.0642,-0.053341,0.02349,-0.248252,0.38588,-0.299909,-0.018742,-0.454473,0.152637,-0.264686,-0.033105,-0.342048,0.07793,-0.129728,-0.061894,-0.263923,0.036902,-0.125338,-0.020594,-0.29351,0.290862,-0.181834,-0.143448,0.005723,0.029696,-0.1622,0.008543,-0.005582,0.411908,0.505755
42.201,-0.165306,-0.406182,0.010107,-0.017995,0.043952,-0.306079,0.387578,-0.339791,0.008088,-0.530301,0.152109,-0.297952,-0.059235,-0.424556,0.070305,-0.147546,0.019924,-0.25826,0.059507,-0.154138,0.118159,-0.203429,0.333841,-0.133913,0.25646,-0.169305,0.152419,-0.267925,0.085223,-0.098431,0.442787,0.418486
42.711,-0.113277,-0.459802,0.072034,-0.051951,0.209776,-0.369975,0.504617,-0.354204,0.133725,-0.554099,0.252437,-0.30298,0.190249,-0.50224,0.158165,-0.159336,0.37493,-0.386454,0.153373,-0.173362,0.699657,-0.381158,0.519233,-0.204264,0.687717,-0.225491,0.278369,-0.260745,0.250261,-0.19203,0.531239,0.4054
43.221,-0.04317,-0.564398,0.131086,-0.077515,0.39708,-0.492363,0.672694,-0.440718,0.346819,-0.62322,0.413976,-0.374848,0.405525,-0.557307,0.238632,-0.189077,0.633722,-0.555554,0.227949,-0.243155,1.0453,-0.464555,0.638657,-0.25687,1.062467,-0.400568,0.390244,-0.333847,0.276458,-0.266065,0.563379,0.362034
43.731,-0.025165,-0.615285,0.185385,-0.112995,0.489204,-0.519169,0.792584,-0.495727,0.463314,-0.617309,0.537104,-0.441817,0.596168,-0.538616,0.322841,-0.228864,0.809166,-0.566025,0.27346,-0.265874,1.349099,-0.519866,0.732207,-0.292545,1.263847,-0.374471,0.455256,-0.273709,0.37824,-0.304128,0.559493,0.420518
44.241,-0.028717,-0.652029,0.231883,-0.14989,0.575169,-0.586475,0.836057,-0.547463,0.539983,-0.632174,0.596439,-0.433337,0.740894,-0.546866,0.330588,-0.211056,0.913826,-0.454914,0.293062,-0.250587,1.553272,-0.488703,0.787906,-0.277964,1.52139,-0.401828,0.527844,-0.295425,0.416159,-0.286183,0.698752,0.408037
44.751,0.039513,-0.657546,0.289334,-0.193939,0.64082,-0.595956,0.908774,-0.61052,0.611467,-0.631837,0.655223,-0.458232,0.822683,-0.455841,0.334097,-0.220975,0.9921,-0.430921,0.312453,-0.30539,1.703118,-0.503958,0.767368,-0.277297,1.666284,-0.408056,0.600629,-0.317246,0.371689,-0.285614,0.698752,0.408037
45.261,0.058286,-0.52282,0.409438,-0.272418,0.670641,-0.503757,0.938656,-0.552247,0.703495,-0.621249,0.662157,-0.442477,0.942098,-0.388638,0.308804,-0.189195,1.028914,-0.288944,0.204991,-0.319242,1.787434,-0.434596,0.708745,-0.226239,1.771083,-0.298778,0.576903,-0.250193,0.416159,-0.286183,0.700044,0.452159
